,m,r,2,3
0,0.0,0.0,0.1785,0.17149999999999999
1,0.0,1.0,0.1775,0.16949999999999998
2,0.0,2.0,0.1775,0.1725
3,0.0,3.0,0.1725,0.15800000000000003
4,0.0,4.0,0.16200000000000003,0.18000000000000005
5,0.0,5.0,0.17800000000000005,0.1745
6,0.0,6.0,0.16300000000000003,0.1795
7,0.0,7.0,0.17400000000000004,0.1855
8,0.0,8.0,0.16949999999999998,0.15800000000000003
9,0.0,9.0,0.1785,0.16500000000000004
10,1.0,0.0,0.24450000000000005,0.19999999999999996
11,1.0,1.0,0.21699999999999997,0.18100000000000005
12,1.0,2.0,0.22399999999999998,0.18300000000000005
13,1.0,3.0,0.23150000000000004,0.1845
14,1.0,4.0,0.24,0.18799999999999994
15,1.0,5.0,0.238,0.17600000000000005
16,1.0,6.0,0.22850000000000004,0.1775
17,1.0,7.0,0.21250000000000002,0.1765
18,1.0,8.0,0.22150000000000003,0.1765
19,1.0,9.0,0.22050000000000003,0.19099999999999995
20,2.0,0.0,0.22950000000000004,0.20750000000000002
21,2.0,1.0,0.22850000000000004,0.21599999999999997
22,2.0,2.0,0.23650000000000004,0.20850000000000002
23,2.0,3.0,0.2015,0.22499999999999998
24,2.0,4.0,0.23199999999999998,0.1935
25,2.0,5.0,0.21599999999999997,0.20299999999999996
26,2.0,6.0,0.21150000000000002,0.20350000000000001
27,2.0,7.0,0.21899999999999997,0.20099999999999996
28,2.0,8.0,0.22099999999999997,0.2025
29,2.0,9.0,0.21599999999999997,0.19999999999999996
30,3.0,0.0,0.22499999999999998,0.20650000000000002
31,3.0,1.0,0.22250000000000003,0.21050000000000002
32,3.0,2.0,0.23399999999999999,0.1915
33,3.0,3.0,0.22250000000000003,0.1925
34,3.0,4.0,0.25249999999999995,0.19899999999999995
35,3.0,5.0,0.22650000000000003,0.19699999999999995
36,3.0,6.0,0.22350000000000003,0.1815
37,3.0,7.0,0.21899999999999997,0.19799999999999995
38,3.0,8.0,0.242,0.18999999999999995
39,3.0,9.0,0.22550000000000003,0.2005
40,4.0,0.0,0.25349999999999995,0.23050000000000004
41,4.0,1.0,0.25049999999999994,0.21550000000000002
42,4.0,2.0,0.24050000000000005,0.21099999999999997
43,4.0,3.0,0.255,0.22250000000000003
44,4.0,4.0,0.251,0.20850000000000002
45,4.0,5.0,0.242,0.21899999999999997
46,4.0,6.0,0.263,0.1985
47,4.0,7.0,0.25449999999999995,0.22450000000000003
48,4.0,8.0,0.255,0.22599999999999998
49,4.0,9.0,0.24550000000000005,0.20450000000000002
50,5.0,0.0,0.23299999999999998,0.19499999999999995
51,5.0,1.0,0.24650000000000005,0.19899999999999995
52,5.0,2.0,0.24950000000000006,0.21950000000000003
53,5.0,3.0,0.24050000000000005,0.19899999999999995
54,5.0,4.0,0.239,0.19399999999999995
55,5.0,5.0,0.24450000000000005,0.20350000000000001
56,5.0,6.0,0.238,0.21099999999999997
57,5.0,7.0,0.23099999999999998,0.20699999999999996
58,5.0,8.0,0.25349999999999995,0.20699999999999996
59,5.0,9.0,0.23199999999999998,0.20299999999999996
60,10.0,0.0,0.23350000000000004,0.25449999999999995
61,10.0,1.0,0.24150000000000005,0.24750000000000005
62,10.0,2.0,0.25,0.246
63,10.0,3.0,0.24,0.22899999999999998
64,10.0,4.0,0.25949999999999995,0.26
65,10.0,5.0,0.243,0.244
66,10.0,6.0,0.24550000000000005,0.24950000000000006
67,10.0,7.0,0.235,0.22450000000000003
68,10.0,8.0,0.24750000000000005,0.25149999999999995
69,10.0,9.0,0.23850000000000005,0.244
70,20.0,0.0,0.28700000000000003,0.24950000000000006
71,20.0,1.0,0.3105,0.262
72,20.0,2.0,0.27849999999999997,0.271
73,20.0,3.0,0.28900000000000003,0.245
74,20.0,4.0,0.27249999999999996,0.257
75,20.0,5.0,0.27449999999999997,0.272
76,20.0,6.0,0.28400000000000003,0.26549999999999996
77,20.0,7.0,0.31799999999999995,0.25149999999999995
78,20.0,8.0,0.2995,0.254
79,20.0,9.0,0.254,0.262
80,30.0,0.0,0.28700000000000003,0.28
81,30.0,1.0,0.2895,0.281
82,30.0,2.0,0.278,0.27649999999999997
83,30.0,3.0,0.30800000000000005,0.28049999999999997
84,30.0,4.0,0.2955,0.267
85,30.0,5.0,0.29800000000000004,0.26549999999999996
86,30.0,6.0,0.3095,0.2815
87,30.0,7.0,0.2975,0.27549999999999997
88,30.0,8.0,0.31899999999999995,0.271
89,30.0,9.0,0.3055,0.27349999999999997
90,40.0,0.0,0.3235,0.2865
91,40.0,1.0,0.2955,0.29400000000000004
92,40.0,2.0,0.31100000000000005,0.28500000000000003
93,40.0,3.0,0.3055,0.2985
94,40.0,4.0,0.3155,0.3005
95,40.0,5.0,0.3115,0.30900000000000005
96,40.0,6.0,0.3055,0.27449999999999997
97,40.0,7.0,0.3075,0.3005
98,40.0,8.0,0.30700000000000005,0.29000000000000004
99,40.0,9.0,0.30800000000000005,0.2995
